index,text,label,spacy_label
4273,the gallbladder has a normal appearance without gallstones,gallbladder,gallbladder
7491,successful stenting of subtotal stenosis of the proximal coronary artery,artery stenosis coronary,coronary artery
8695,distal lad with the distal vessel becoming diminutive in size,distal,vessel
11975,atrial septal defect,atrial,
3321,the patient was placed in the prone position after general endotracheal anesthesia was administered,endotracheal anesthesia,patient endotracheal
10298,the swelling in this area also appears improved,swelling,
3909,suspension microlaryngoscopy rigid bronchoscopy dilation of tracheal stenosis,stenosis bronchoscopy,tracheal
9965,needle and sponge counts were done and correct,needle,
2169,stress images revealed left ventricular dilatations suggestive of multivessel disease,ventricular,ventricular multivessel
6702,screening colonoscopy in 2 years,colonoscopy,
11508,there is no blood in the stool no abdominal pain,abdominal,blood stool abdominal
5801,following an injection with xylocaine with epinephrine a small ,injection,xylocaine epinephrine
4126,denies any dizziness nausea vomiting or other neurological abnormalities,nausea,
86,chest x ray was clear,chest,
1906,this is a patient post surgery 2 1 2 months,surgery,patient
9786,uterus firmed up well with iv pit,uterus,uterus
5748,she has been considered for coronary artery bypass grafting,artery coronary,coronary artery
5586,abdominal ultrasound showed gaseous distention without signs of obstruction,abdominal ultrasound,
3835,the stylette was replaced and the needle was withdrawn intact and bandage was applied,needle,
3886,the incision was closed with two layers of 3 0 monocryl and a subcuticular closure of 4 0 monocryl,incision,subcuticular
676,once this was performed the distal femoral size in 3 degrees external rotation 6,femoral distal,
11934,a suture 0 vicryl was used to suture ligate the round ligament,ligament,
2293,bleeding is currently stanch and there is no sign of secondary infection at this time,infection bleeding,
2433,the eye was prepped with a betadine solution and draped in the usual sterile fashion,eye,eye
7726,the olympus endoscope was inserted through the mouth oropharynx and into the esophagus,esophagus,esophagus
9664,5 to 3 cm left lateral wall bladder tumor,bladder tumor,
4421,he has the heartburn which is diet dependent and the frequent rectal bleeding,bleeding,rectal
6473,chest catheter had been placed previously and she had been draining up to ,chest catheter,
6236,60 mg of papaverine was then slowly infused into the internal carotid artery and the anterior cerebral artery,artery anterior,papaverine carotid artery cerebral artery
908,all went well with the surgery,surgery,
10685,pertinent labs include chest x ray with radiology report pending but shows only a calcified aortic knob,radiology chest,chest x
7585,consent for possible recurrence of hodgkin s lymphoma warranted exploration and excision of these masses,excision,hodgkin s lymphoma
11705,excellent capillary refill to all the digits was observed without excessive bleeding noted,bleeding,capillary
891,inguinal hernia,hernia inguinal,
11853,the risks and benefits of the surgery were discussed with her and knowing these she gave informed consent,surgery,
1449,the incision scar was cephalad due to the severe adhesions in the midline,incision,scar midline
1593,the transesophageal echocardiogram was performed after getting verbal and a written consent signed,echocardiogram,
11685,the patient did have diffuse synovitis throughout her shoulder,shoulder,patient
9270,chest clear,chest,
6333,the biceps tendon was identified which was the landmark for the rotator interval,tendon,biceps tendon
9305,history of nonsustained ventricular tachycardia,ventricular,ventricular
7614,under satisfactory general anesthesia the right upper extremity was prepped and draped in the usual fashion,anesthesia,
6436,colonoscopy to cecum with snare polypectomy,colonoscopy cecum,cecum
219,the left circumflex coronary artery which is a nondominant vessel gives off 2 marginal branches,artery coronary,vessel
10593,she is currently on zyrtec flonase and ceftin for an ear infection,infection,ceftin ear
7262,there was marked hematoma and swelling within the subdeltoid bursa,swelling,hematoma
6586,anterior and posterior translation was then performed and was found to be very stable,anterior,
6369,the plane between denonvilliers fascia and the perirectal fat was developed sharply,fascia,perirectal fat
4338,the visualized abdominal aorta is normal in caliber,abdominal,abdominal aorta
1588,scarpa s fascia was divided and the external ring was located,fascia,
2255,no new mass or architectural distortion is evident,mass,
4536,esophagogastroduodenoscopy with gastric biopsies,biopsies,gastric biopsies
7806,she does not recall renal calculi nor cholelithiasis denies asthma emphysema pneumonia tuberculosis sleep apnea home oxygen use,renal,renal calculi emphysema oxygen
11876,the pneumatic ankle tourniquet was released and immediate hyperemic flush was noted to all digits,tourniquet,hyperemic
11203,following this the chest was thoroughly irrigated and aspirated,chest,
11020,she has a lot of pain in her left shoulder with range of motion,shoulder,
8110,catheter was placed in the pulmonary capillary wedge position,catheter pulmonary,pulmonary capillary
10043,biopsies were obtained x2 in the terminal ileum cecum ascending colon transverse colon descending colon sigmoid and rectum,biopsies cecum,ileum cecum colon transverse colon descending colon sigmoid rectum
10501,hip injection,injection,
9351,continuation of nonoperative care versus the risks associated with surgery were discussed,surgery,
3597,0 mm was then placed in the myringotomy incision utilizing a alligator forcep,incision,
3488,2 cm2 indicative of moderate aortic valve stenosis based on criteria for native heart valves,stenosis heart,valve heart valves
5216,a 6 endotracheal tube was placed initially,endotracheal tube,
7468,normal esophagus and duodenum,esophagus,esophagus duodenum
202,we then placed a visiport 10 x 12 trocar in the right lateral abdomen,abdomen,
10096,there was no bleeding at the stalk after removal of the polyp head,bleeding,polyp head
4622,during rest of the monitoring period there were just occasional premature ventricular contractions seen,ventricular,ventricular
11525,negative for any abnormal bruising frequent infections or bleeding,bleeding,
1637,brain ct was unremarkable,ct brain,brain
58,neck supple without lymphadenopathy or thyromegaly,neck,
11896,via the right judkins catheter the guidewire was easily infiltrated to the thoracic aorta and over aortic arch,catheter,guidewire thoracic aorta
3057,the radial sensory nerve was inspected and found to be without damage,nerve,
8030,the patient was awakened from her anesthetic and taken to the post anesthesia care unit in stable condition,anesthesia,patient
8342,the bladder is decompressed,bladder,bladder
11446,primary low transverse cervical cesarean section,cervical,cervical cesarean
9612,there are no renal calculi,renal,renal calculi
8068,when i was satisfied that hemostasis was complete my attention was then turned to the neurovascular bundles,hemostasis,neurovascular bundles
1709,there was no associated weakness ha dysarthria dysphagia visual change vertigo or lightheadedness,weakness,
2678,ct stone protocol,ct,stone
5128,a ct scan of his abdomen showed evidence of appendicitis with perforation,abdomen ct,abdomen
923,deep tendon reflexes 2 and symmetrical,tendon,
7664,right suboccipital craniectomy for resection of tumor using the microscope modifier 22 and cranioplasty,tumor,tumor
9601,insertion of port a cath via left subclavian vein using fluoroscopy,fluoroscopy,
7911,the peritrigonal lesions on both sides have increased in size since the 10 92 mri,mri,peritrigonal lesions
3831,the incision was deepened through subcutaneous tissues,incision,subcutaneous tissues
